index,Brand,Mobile Name,Front Camera (in MP),Primary Camera (in MP),Memory,RAM,Processor Performance,Battery Power(in mAh),Screen Height,Screen Width,Ratings,Price,Mobile Category,Price Range,Cluster
2251,RedMi,Redmi Go,20,64,64,3,3.0,1431.0,1540,720,3.8,14488.95,Budget,10000-20000,1
2252,RedMi,Redmi 11 Prime,32,64,64,3,2.636543722034772,1077.0,1520,720,3.8,14481.16,Budget,10000-20000,3
2253,Samsung,Galaxy F12,32,108,64,6,3.0,1093.5,1560,720,4.0,14479.11,Budget,10000-20000,3
2254,RedMi,Redmi 10 Prime,20,64,64,6,2.3722768559833085,1141.0,1520,720,3.7,14461.32,Budget,10000-20000,1
2255,Vivo,Vivo T1,32,64,32,4,3.0,1157.0,1520,720,3.9,14454.19,Budget,10000-20000,3
2256,RedMi,Redmi 12C,32,64,32,3,2.5634548779027257,1066.5,1560,720,4.0,14439.17,Budget,10000-20000,3
2257,RedMi,Redmi 11 Prime,32,64,64,3,2.636543722034772,1077.0,1520,720,3.9,14428.46,Budget,10000-20000,3
2258,Realme,Realme 8 Pro,32,64,64,4,2.7358773371735143,974.5,1520,720,3.8,14410.27,Budget,10000-20000,3
2259,Apple,iPhone 11,32,200,64,6,3.0,1339.5,1560,720,4.7,14355.17,Budget,10000-20000,4
2260,Oppo,Oppo A15,16,50,32,4,2.6589522558853824,913.0,1440,720,3.2,14346.16,Budget,10000-20000,1
2261,Oppo,Oppo A73,32,108,64,3,3.0,1066.0,1520,720,3.0,14331.85,Budget,10000-20000,3
2262,Apple,iPhone XR,32,200,64,6,3.0,869.5,1540,720,4.3,14331.7,Budget,10000-20000,4
2263,Realme,Realme 9 Pro,20,64,64,3,2.3056114007364603,1616.0,1520,720,4.7,14305.92,Budget,10000-20000,1
2264,Samsung,Galaxy M52,32,200,32,4,3.0,1170.0,1520,720,4.2,14305.68,Budget,10000-20000,4
2265,RedMi,Redmi Y3,20,50,32,4,3.0,1186.0,1560,720,3.5,14294.26,Budget,10000-20000,1
2266,Vivo,Vivo Y72,20,50,64,3,3.0,1370.0,1520,720,3.1,14291.63,Budget,10000-20000,1
2267,Apple,iPhone 11,32,200,32,3,3.0,1339.5,1560,720,4.9,14282.09,Budget,10000-20000,4
2268,RedMi,Redmi 11 Prime,32,64,32,6,2.636543722034772,1077.0,1520,720,4.2,14275.99,Budget,10000-20000,3
2269,Vivo,Vivo T1,32,64,64,6,3.0,1157.0,1520,720,4.7,14248.53,Budget,10000-20000,3
2270,Apple,iPhone 11,32,200,32,4,3.0,1339.5,1560,720,3.9,14235.72,Budget,10000-20000,4
2271,Realme,Realme C35,32,64,64,3,2.0,1006.5,1520,720,3.3,14211.7,Budget,10000-20000,3
2272,Motorola,Moto E32,20,50,32,4,3.0,880.0,1440,720,2.9,14206.17,Budget,10000-20000,1
2273,Oneplus,OnePlus 6T,16,48,64,3,2.565180664741223,1303.0,1540,720,4.0,14189.17,Budget,10000-20000,1
2274,RedMi,Redmi 7A,20,50,32,6,2.5,1253.0,1560,720,4.2,14188.06,Budget,10000-20000,1
2275,Realme,Realme 8 Pro,32,64,64,6,2.7358773371735143,974.5,1520,720,3.9,14183.36,Budget,10000-20000,3
2276,Apple,iPhone SE 2020,32,64,32,3,3.0,926.5,1560,720,4.5,14140.16,Budget,10000-20000,3
2277,Realme,Realme C35,32,64,64,4,2.0,1006.5,1520,720,4.5,14112.59,Budget,10000-20000,3
2278,Samsung,Galaxy J7,20,200,32,3,3.0,1197.0,1520,720,3.6,14111.1,Budget,10000-20000,1
2279,Samsung,Galaxy M52,32,200,32,3,3.0,1170.0,1520,720,3.4,14106.21,Budget,10000-20000,4
2280,Oneplus,OnePlus Nord 3,20,50,32,3,3.0,1308.5,1520,720,3.7,14084.53,Budget,10000-20000,1
2281,Motorola,Moto G22,32,64,64,6,3.0,889.0,1560,720,3.6,14076.4,Budget,10000-20000,3
2282,Samsung,Galaxy A22,20,108,32,4,3.0,1406.5,1520,720,3.3,14064.79,Budget,10000-20000,1
2283,Realme,Realme 9i,20,50,64,4,2.0,1253.0,1560,720,4.0,14064.61,Budget,10000-20000,1
2284,Samsung,Galaxy M52,32,200,64,6,3.0,1170.0,1520,720,4.64,14050.46,Budget,10000-20000,4
2285,Vivo,Vivo Z1 Pro,20,48,64,3,3.0,990.0,1560,720,4.1,14037.44,Budget,10000-20000,1
2286,RedMi,Redmi 10 Prime,20,64,64,4,2.3722768559833085,1141.0,1520,720,3.4,13996.76,Budget,10000-20000,1
2287,RedMi,Redmi 10 Prime,20,64,64,3,2.3722768559833085,1141.0,1520,720,4.4,13995.34,Budget,10000-20000,1
2288,Oneplus,OnePlus Nord CE 2,32,108,32,6,3.0,1143.0,1520,720,4.3,13994.85,Budget,10000-20000,3
2289,Samsung,Galaxy A22,20,108,32,3,3.0,1406.5,1520,720,4.2,13972.92,Budget,10000-20000,1
2290,Samsung,Galaxy J7 Prime,32,200,64,6,3.0,1095.5,1520,720,3.3,13972.5,Budget,10000-20000,4
2291,Samsung,Galaxy F23,32,200,64,3,3.0,1380.0,1560,720,2.4,13956.19,Budget,10000-20000,4
2292,Motorola,Moto G Power 2022,32,200,32,6,2.769002589229289,1153.0,1540,720,2.7,13954.2,Budget,10000-20000,4
2293,Samsung,Galaxy M52,32,200,64,3,3.0,1170.0,1520,720,4.1,13947.71,Budget,10000-20000,4
2294,Samsung,Galaxy M32,32,200,32,3,3.0,1162.0,1560,720,3.0,13939.68,Budget,10000-20000,4
2295,Oneplus,OnePlus Nord CE 2,32,108,32,4,3.0,1143.0,1520,720,3.9,13918.7,Budget,10000-20000,3
2296,Oppo,Oppo A15,16,50,32,6,2.6589522558853824,913.0,1440,720,4.1,13883.05,Budget,10000-20000,1
2297,Vivo,Vivo Y35,32,64,64,4,2.5,1431.5,1520,720,4.0,13864.8,Budget,10000-20000,3
2298,Motorola,Moto G22,32,64,64,6,3.0,889.0,1560,720,3.5,13828.24,Budget,10000-20000,3
2299,Samsung,Galaxy M52,32,200,32,4,3.0,1170.0,1520,720,4.4,13770.75,Budget,10000-20000,4
2300,Samsung,Galaxy F23,32,200,64,6,3.0,1380.0,1560,720,4.2,13758.71,Budget,10000-20000,4
2301,Samsung,Galaxy M32,32,200,32,3,3.0,1162.0,1560,720,4.2,13753.72,Budget,10000-20000,4
2302,Motorola,Moto G71,32,200,64,3,3.0,1198.5,1560,720,3.8,13735.3,Budget,10000-20000,4
2303,Oppo,Oppo A54,20,108,64,6,3.0,1095.0,1560,720,3.6,13723.03,Budget,10000-20000,1
2304,Samsung,Galaxy J7,20,200,64,3,3.0,1197.0,1520,720,4.7,13707.86,Budget,10000-20000,1
2305,Samsung,Galaxy M52,32,200,32,4,3.0,1170.0,1520,720,3.3,13648.14,Budget,10000-20000,4
2306,Oneplus,OnePlus Nord CE,32,50,32,3,3.0,1110.0,1560,720,4.67,13634.26,Budget,10000-20000,3
2307,Motorola,Moto G71,32,200,64,3,3.0,1198.5,1560,720,4.0,13631.51,Budget,10000-20000,4
2308,Samsung,Galaxy A22,20,108,32,4,3.0,1406.5,1520,720,4.2,13616.63,Budget,10000-20000,1
2309,Realme,Realme 9 Pro+,32,64,32,3,2.0,1165.5,1560,720,4.6,13576.63,Budget,10000-20000,3
2310,Apple,iPhone 11,32,200,32,4,3.0,1339.5,1560,720,4.4,13575.81,Budget,10000-20000,4
2311,Samsung,Galaxy A22,20,108,64,6,3.0,1406.5,1520,720,4.3,13554.32,Budget,10000-20000,1
2312,Samsung,Galaxy A12,20,108,32,3,3.0,1054.0,1560,720,2.2,13546.02,Budget,10000-20000,1
2313,RedMi,Redmi Y3,20,50,32,4,3.0,1186.0,1560,720,4.0,13527.13,Budget,10000-20000,1
2314,Samsung,Galaxy F12,32,108,32,3,3.0,1093.5,1560,720,4.0,13507.99,Budget,10000-20000,3
2315,Realme,Realme C35,32,64,32,4,2.0,1006.5,1520,720,3.5,13482.63,Budget,10000-20000,3
2316,Oneplus,OnePlus Nord 3,20,50,32,6,3.0,1308.5,1520,720,3.5,13462.68,Budget,10000-20000,1
2317,Apple,iPhone 8,16,64,64,3,3.760084654311864,841.0,1560,720,4.5,13456.86,Budget,10000-20000,1
2318,Samsung,Galaxy M52,32,200,32,4,3.0,1170.0,1520,720,3.9,13455.24,Budget,10000-20000,4
2319,Oppo,Oppo A73,32,108,64,4,3.0,1066.0,1520,720,3.8,13450.32,Budget,10000-20000,3
2320,Samsung,Galaxy A22,20,108,64,3,3.0,1406.5,1520,720,3.5,13448.3,Budget,10000-20000,1
2321,Oneplus,OnePlus Nord CE 3,32,108,64,3,3.0,1229.0,1560,720,4.0,13427.73,Budget,10000-20000,3
2322,Samsung,Galaxy F12,32,108,32,4,3.0,1093.5,1560,720,3.7,13415.01,Budget,10000-20000,3
2323,Apple,iPhone SE 2020,32,64,64,4,3.0,926.5,1560,720,4.8,13383.32,Budget,10000-20000,3
2324,Oppo,Oppo A73,32,108,64,3,3.0,1066.0,1520,720,4.4,13377.53,Budget,10000-20000,3
2325,Samsung,Galaxy J7,20,200,64,3,3.0,1197.0,1520,720,4.5,13369.38,Budget,10000-20000,1
2326,Pixel,Pixel 3,32,108,64,3,3.0,1201.0,1480,720,3.5,13351.6,Budget,10000-20000,3
2327,Samsung,Galaxy M32,32,200,64,3,3.0,1162.0,1560,720,4.2,13344.36,Budget,10000-20000,4
2328,Pixel,Pixel 5A,20,50,32,3,2.5,1549.0,1480,720,4.4,13341.12,Budget,10000-20000,1
2329,Vivo,Vivo T1,32,64,64,3,3.0,1157.0,1520,720,3.5,13338.46,Budget,10000-20000,3
2330,Huawei,Huawei P50 Pro,32,64,64,3,3.0,1113.0,1600,720,4.1,13316.03,Budget,10000-20000,3
2331,Oneplus,OnePlus Nord CE 3,32,108,32,4,3.0,1229.0,1560,720,4.0,13305.66,Budget,10000-20000,3
2332,Samsung,Galaxy J7 Prime,32,200,32,3,3.0,1095.5,1520,720,3.7,13304.62,Budget,10000-20000,4
2333,Samsung,Galaxy F12,32,108,64,3,3.0,1093.5,1560,720,4.2,13261.68,Budget,10000-20000,3
2334,RedMi,Redmi 12C,32,64,32,3,2.5634548779027257,1066.5,1560,720,4.0,13253.23,Budget,10000-20000,3
2335,RedMi,Redmi 8,32,48,32,3,2.3141938462601725,1561.0,1540,720,4.1,13249.15,Budget,10000-20000,3
2336,Pixel,Pixel 2 XL,20,64,32,3,3.0,1202.0,1560,720,4.3,13245.53,Budget,10000-20000,1
2337,Samsung,Galaxy M52,32,200,32,6,3.0,1170.0,1520,720,4.3,13192.75,Budget,10000-20000,4
2338,RedMi,Redmi 8A,32,48,32,3,2.0,1126.5,1540,720,4.0,13183.56,Budget,10000-20000,3
2339,Oneplus,OnePlus Nord N10,16,50,64,6,3.0,981.5,1580,720,4.7,13173.69,Budget,10000-20000,1
2340,Samsung,Galaxy F23,32,200,64,3,3.0,1380.0,1560,720,3.8,13172.17,Budget,10000-20000,4
2341,RedMi,Redmi 12C,32,64,32,4,2.5634548779027257,1066.5,1560,720,4.7,13163.7,Budget,10000-20000,3
2342,Samsung,Galaxy F23,32,200,32,3,3.0,1380.0,1560,720,4.3,13151.84,Budget,10000-20000,4
2343,Motorola,Moto G22,32,64,32,6,3.0,889.0,1560,720,4.5,13149.4,Budget,10000-20000,3
2344,Samsung,Galaxy M32,32,200,64,6,3.0,1162.0,1560,720,4.0,13143.74,Budget,10000-20000,4
2345,Samsung,Galaxy M32,32,200,64,6,3.0,1162.0,1560,720,4.1,13130.23,Budget,10000-20000,4
2346,Motorola,Moto G32,16,64,64,3,2.274169531786252,1106.5,1560,720,3.8,13115.71,Budget,10000-20000,1
2347,Vivo,Vivo T1,32,64,32,4,3.0,1157.0,1520,720,4.3,13107.8,Budget,10000-20000,3
2348,Vivo,Vivo Y75,32,50,64,6,3.0,1247.0,1540,720,4.3,13105.91,Budget,10000-20000,3
2349,Apple,iPhone 8 Plus,20,108,32,3,3.0,1104.0,1600,720,4.4,13089.38,Budget,10000-20000,1
2350,Samsung,Galaxy A32,32,108,32,6,3.0,999.0,1520,720,4.7,13084.15,Budget,10000-20000,3
2351,Oppo,Oppo A73,32,108,32,6,3.0,1066.0,1520,720,3.6,13071.58,Budget,10000-20000,3
2352,RedMi,Redmi 12C,32,64,64,4,2.5634548779027257,1066.5,1560,720,4.5,13062.32,Budget,10000-20000,3
2353,Apple,iPhone 8 Plus,20,108,32,6,3.0,1104.0,1600,720,4.8,13054.37,Budget,10000-20000,1
2354,Realme,Realme 7 Pro,32,64,32,4,2.0,1208.0,1520,720,4.2,13021.88,Budget,10000-20000,3
2355,Motorola,Moto G71,32,200,64,4,3.0,1198.5,1560,720,3.8,13021.15,Budget,10000-20000,4
2356,Vivo,Vivo T1,32,64,32,4,3.0,1157.0,1520,720,4.3,12989.44,Budget,10000-20000,3
2357,Samsung,Galaxy M32,32,200,32,3,3.0,1162.0,1560,720,3.8,12978.47,Budget,10000-20000,4
2358,Apple,iPhone 11,32,200,32,3,3.0,1339.5,1560,720,4.5,12972.39,Budget,10000-20000,4
2359,Pixel,Pixel 2 XL,20,64,32,3,3.0,1202.0,1560,720,4.2,12958.04,Budget,10000-20000,1
2360,Vivo,Vivo Y55,32,50,64,3,3.0,1349.0,1520,720,3.2,12947.99,Budget,10000-20000,3
2361,Apple,iPhone XR,32,200,32,3,3.0,869.5,1540,720,3.89,12935.31,Budget,10000-20000,4
2362,Pixel,Pixel 3,32,108,64,3,3.0,1201.0,1480,720,4.2,12934.29,Budget,10000-20000,3
2363,Realme,Realme 9 Pro,20,64,32,3,2.3056114007364603,1616.0,1520,720,3.7,12917.01,Budget,10000-20000,1
2364,Samsung,Galaxy M52,32,200,64,4,3.0,1170.0,1520,720,4.5,12905.81,Budget,10000-20000,4
2365,Vivo,Vivo T1,32,64,64,4,3.0,1157.0,1520,720,3.8,12898.02,Budget,10000-20000,3
2366,Apple,iPhone 11,32,200,64,4,3.0,1339.5,1560,720,4.0,12890.35,Budget,10000-20000,4
2367,Oppo,Oppo K10,16,64,64,3,3.0,1004.0,1560,720,2.8,12885.83,Budget,10000-20000,1
2368,Realme,Realme 9 Pro+,32,64,32,4,2.0,1165.5,1560,720,4.2,12866.01,Budget,10000-20000,3
2369,Realme,Realme 5i,8,13,32,6,2.0,621.5,1480,720,4.2,12856.96,Budget,10000-20000,1
2370,Oppo,Oppo K9,20,50,64,6,3.0,835.5,1560,720,4.6,12840.46,Budget,10000-20000,1
2371,Motorola,Moto G22,32,64,32,4,3.0,889.0,1560,720,2.1,12829.07,Budget,10000-20000,3
2372,RedMi,Redmi 11 Prime,32,64,32,3,2.636543722034772,1077.0,1520,720,3.9,12817.23,Budget,10000-20000,3
2373,Samsung,Galaxy M52,32,200,64,3,3.0,1170.0,1520,720,4.0,12776.26,Budget,10000-20000,4
2374,Samsung,Galaxy M32,32,200,64,3,3.0,1162.0,1560,720,4.2,12753.84,Budget,10000-20000,4
2375,Oppo,Oppo A15,16,50,64,3,2.6589522558853824,913.0,1440,720,4.1,12753.33,Budget,10000-20000,1
2376,Motorola,Moto E22s,32,108,32,3,3.0,1174.0,1580,720,4.1,12752.32,Budget,10000-20000,3
2377,Oneplus,OnePlus Nord CE 3,32,108,64,3,3.0,1229.0,1560,720,4.7,12717.74,Budget,10000-20000,3
2378,Apple,iPhone 8 Plus,20,108,64,3,3.0,1104.0,1600,720,4.6,12677.17,Budget,10000-20000,1
2379,Realme,Realme C35,32,64,64,3,2.0,1006.5,1520,720,1.8,12676.99,Budget,10000-20000,3
2380,Samsung,Galaxy J7,20,200,64,3,3.0,1197.0,1520,720,3.9,12650.86,Budget,10000-20000,1
2381,Realme,Realme C35,32,64,64,3,2.0,1006.5,1520,720,4.3,12641.86,Budget,10000-20000,3
2382,Samsung,Galaxy M52,32,200,64,3,3.0,1170.0,1520,720,4.1,12639.18,Budget,10000-20000,4
2383,Vivo,Vivo Y55,32,50,32,3,3.0,1349.0,1520,720,3.8,12585.14,Budget,10000-20000,3
2384,Oppo,Oppo A73,32,108,32,3,3.0,1066.0,1520,720,4.1,12584.77,Budget,10000-20000,3
2385,Samsung,Galaxy M52,32,200,32,6,3.0,1170.0,1520,720,4.4,12566.32,Budget,10000-20000,4
2386,Pixel,Pixel 2 XL,20,64,64,6,3.0,1202.0,1560,720,4.4,12564.9,Budget,10000-20000,1
2387,Vivo,Vivo T1,32,64,64,3,3.0,1157.0,1520,720,4.2,12555.64,Budget,10000-20000,3
2388,Motorola,Moto G71,32,200,32,3,3.0,1198.5,1560,720,3.0,12545.48,Budget,10000-20000,4
2389,Motorola,Moto E22s,32,108,32,6,3.0,1174.0,1580,720,2.1,12530.02,Budget,10000-20000,3
2390,RedMi,Redmi 9 Prime,20,64,64,3,2.0,1146.5,1480,720,3.6,12499.59,Budget,10000-20000,1
2391,Samsung,Galaxy M52,32,200,32,6,3.0,1170.0,1520,720,3.1,12488.93,Budget,10000-20000,4
2392,Pixel,Pixel Slate,16,64,32,3,3.0,829.0,1440,720,4.5,12487.62,Budget,10000-20000,1
2393,Oneplus,OnePlus Nord CE,32,50,64,3,3.0,1110.0,1560,720,3.9,12470.84,Budget,10000-20000,3
2394,Samsung,Galaxy A12,20,108,64,3,3.0,1054.0,1560,720,3.5,12468.77,Budget,10000-20000,1
2395,Motorola,Moto E22s,32,108,32,3,3.0,1174.0,1580,720,4.5,12450.49,Budget,10000-20000,3
2396,Samsung,Galaxy M52,32,200,64,3,3.0,1170.0,1520,720,4.0,12405.1,Budget,10000-20000,4
2397,Samsung,Galaxy M52,32,200,32,4,3.0,1170.0,1520,720,4.4,12376.72,Budget,10000-20000,4
2398,Samsung,Galaxy M11,32,64,64,4,3.0,1307.0,1520,720,4.0,12372.53,Budget,10000-20000,3
2399,RedMi,Redmi 11 Prime,32,64,32,4,2.636543722034772,1077.0,1520,720,4.55,12367.98,Budget,10000-20000,3
2400,Motorola,Moto G42,32,108,64,4,3.0,1143.0,1520,720,3.1,12364.59,Budget,10000-20000,3
2401,Samsung,Galaxy M52,32,200,64,6,3.0,1170.0,1520,720,4.1,12330.84,Budget,10000-20000,4
2402,Motorola,Moto G71,32,200,64,3,3.0,1198.5,1560,720,4.5,12272.95,Budget,10000-20000,4
2403,Apple,iPhone 7 Plus,32,200,32,3,3.0,1040.0,1600,720,4.8,12249.43,Budget,10000-20000,4
2404,Realme,Realme C35,32,64,32,6,2.0,1006.5,1520,720,4.7,12243.72,Budget,10000-20000,3
2405,Oppo,Oppo A15,16,50,64,3,2.6589522558853824,913.0,1440,720,3.9,12218.69,Budget,10000-20000,1
2406,Samsung,Galaxy F23,32,200,32,4,3.0,1380.0,1560,720,3.1,12211.62,Budget,10000-20000,4
2407,RedMi,Redmi 12C,32,64,64,3,2.5634548779027257,1066.5,1560,720,4.0,12208.86,Budget,10000-20000,3
2408,Samsung,Galaxy M52,32,200,64,3,3.0,1170.0,1520,720,3.6,12208.39,Budget,10000-20000,4
2409,Samsung,Galaxy M52,32,200,64,4,3.0,1170.0,1520,720,3.7,12167.69,Budget,10000-20000,4
2410,Samsung,Galaxy M52,32,200,64,3,3.0,1170.0,1520,720,3.4,12130.34,Budget,10000-20000,4
2411,Oneplus,OnePlus Nord 3,20,50,32,6,3.0,1308.5,1520,720,4.3,12101.0,Budget,10000-20000,1
2412,Oppo,Oppo A15,16,50,32,4,2.6589522558853824,913.0,1440,720,3.9,12100.36,Budget,10000-20000,1
2413,Vivo,Vivo Y75,32,50,64,4,3.0,1247.0,1540,720,4.3,12089.35,Budget,10000-20000,3
2414,Oneplus,OnePlus Nord CE 2,32,108,64,3,3.0,1143.0,1520,720,4.0,12087.56,Budget,10000-20000,3
2415,Oneplus,OnePlus Nord CE 2,32,108,64,4,3.0,1143.0,1520,720,4.9,12053.51,Budget,10000-20000,3
2416,Samsung,Galaxy M52,32,200,64,4,3.0,1170.0,1520,720,3.3,12047.96,Budget,10000-20000,4
2417,RedMi,Redmi 12C,32,64,64,3,2.5634548779027257,1066.5,1560,720,4.4,12040.59,Budget,10000-20000,3
2418,Oneplus,OnePlus 7T,16,64,32,6,3.0,1188.0,1560,720,3.0,11996.31,Budget,10000-20000,1
2419,Apple,iPhone SE 2020,32,64,64,4,3.0,926.5,1560,720,4.3,11989.39,Budget,10000-20000,3
2420,Samsung,Galaxy A22,20,108,32,4,3.0,1406.5,1520,720,3.8,11977.05,Budget,10000-20000,1
2421,Samsung,Galaxy J7,20,200,64,4,3.0,1197.0,1520,720,4.0,11963.83,Budget,10000-20000,1
2422,Motorola,Moto G Stylus 2022,32,64,64,3,3.0,1320.0,1520,720,4.1,11952.38,Budget,10000-20000,3
2423,Oneplus,OnePlus 7 Pro,32,108,64,3,3.0,936.0,1600,720,4.5,11932.89,Budget,10000-20000,3
2424,Motorola,Moto G52,32,200,64,4,3.0,1217.5,1520,720,4.0,11912.59,Budget,10000-20000,4
2425,Vivo,Vivo T1,32,64,64,3,3.0,1157.0,1520,720,3.7,11893.17,Budget,10000-20000,3
2426,Vivo,Vivo Y72,20,50,32,4,3.0,1370.0,1520,720,3.8,11842.72,Budget,10000-20000,1
2427,Apple,iPhone 11,32,200,64,3,3.0,1339.5,1560,720,4.0,11841.72,Budget,10000-20000,4
2428,Realme,Realme 9 Pro,20,64,64,3,2.3056114007364603,1616.0,1520,720,3.1,11790.58,Budget,10000-20000,1
2429,Oppo,Oppo A31,20,64,32,3,2.1060694774676243,1027.0,1560,720,3.7,11789.04,Budget,10000-20000,1
2430,Vivo,Vivo T1,32,64,32,4,3.0,1157.0,1520,720,4.3,11786.81,Budget,10000-20000,3
2431,Realme,Realme C35,32,64,32,3,2.0,1006.5,1520,720,4.2,11768.96,Budget,10000-20000,3
2432,Pixel,Pixel 3,32,108,32,3,3.0,1201.0,1480,720,4.1,11768.7,Budget,10000-20000,3
2433,Samsung,Galaxy F12,32,108,64,3,3.0,1093.5,1560,720,3.9,11763.66,Budget,10000-20000,3
2434,RedMi,Redmi 11 Prime,32,64,32,6,2.636543722034772,1077.0,1520,720,4.8,11759.03,Budget,10000-20000,3
2435,Oneplus,OnePlus Nord CE 2,32,108,64,4,3.0,1143.0,1520,720,4.5,11751.76,Budget,10000-20000,3
2436,Samsung,Galaxy M52,32,200,32,4,3.0,1170.0,1520,720,3.6,11719.0,Budget,10000-20000,4
2437,Motorola,Moto G52,32,200,32,4,3.0,1217.5,1520,720,3.69,11680.87,Budget,10000-20000,4
2438,RedMi,Redmi 7A,20,50,32,3,2.5,1253.0,1560,720,3.9,11679.58,Budget,10000-20000,1
2439,Vivo,Vivo Y100,32,64,32,3,3.0,1301.5,1520,720,4.1,11658.26,Budget,10000-20000,3
2440,Realme,Realme C35,32,64,64,6,2.0,1006.5,1520,720,4.0,11629.12,Budget,10000-20000,3
2441,Samsung,Galaxy M32,32,200,32,3,3.0,1162.0,1560,720,4.0,11624.96,Budget,10000-20000,4
2442,Realme,Realme 9 Pro+,32,64,32,3,2.0,1165.5,1560,720,4.6,11622.8,Budget,10000-20000,3
2443,Apple,iPhone SE 2020,32,64,32,4,3.0,926.5,1560,720,4.3,11621.87,Budget,10000-20000,3
2444,Samsung,Galaxy F23,32,200,64,3,3.0,1380.0,1560,720,3.6,11589.8,Budget,10000-20000,4
2445,Samsung,Galaxy F23,32,200,32,3,3.0,1380.0,1560,720,3.9,11576.0,Budget,10000-20000,4
2446,Motorola,Moto G71,32,200,64,4,3.0,1198.5,1560,720,3.8,11565.28,Budget,10000-20000,4
2447,Realme,Realme C35,32,64,64,3,2.0,1006.5,1520,720,4.2,11546.55,Budget,10000-20000,3
2448,RedMi,Redmi 8,32,48,32,3,2.3141938462601725,1561.0,1540,720,3.6,11508.5,Budget,10000-20000,3
2449,Samsung,Galaxy M32,32,200,64,3,3.0,1162.0,1560,720,3.4,11504.93,Budget,10000-20000,4
2450,Oppo,Oppo A31,20,64,64,3,2.1060694774676243,1027.0,1560,720,4.7,11495.82,Budget,10000-20000,1
2451,Apple,iPhone 7,32,200,32,3,3.1287410080916467,1268.0,1560,720,4.7,11492.53,Budget,10000-20000,4
2452,RedMi,Redmi Go,20,64,32,3,3.0,1431.0,1540,720,3.6,11484.76,Budget,10000-20000,1
2453,Motorola,Moto G Stylus 2022,32,64,64,4,3.0,1320.0,1520,720,3.7,11482.68,Budget,10000-20000,3
2454,Realme,Realme 9i,20,50,32,4,2.0,1253.0,1560,720,3.5,11467.49,Budget,10000-20000,1
2455,RedMi,Redmi 11 Prime,32,64,64,3,2.636543722034772,1077.0,1520,720,4.1,11456.73,Budget,10000-20000,3
2456,Huawei,Huawei P50,16,13,64,3,3.0,533.0,1440,720,3.6,11434.95,Budget,10000-20000,1
2457,Samsung,Galaxy F12,32,108,64,6,3.0,1093.5,1560,720,3.7,11431.13,Budget,10000-20000,3
2458,Samsung,Galaxy M52,32,200,64,3,3.0,1170.0,1520,720,4.2,11407.32,Budget,10000-20000,4
2459,Oppo,Oppo A73,32,108,64,3,3.0,1066.0,1520,720,4.0,11358.97,Budget,10000-20000,3
2460,Samsung,Galaxy F12,32,108,64,6,3.0,1093.5,1560,720,3.6,11349.47,Budget,10000-20000,3
2461,Motorola,Moto E32,20,50,64,3,3.0,880.0,1440,720,3.4,11337.95,Budget,10000-20000,1
2462,Samsung,Galaxy F12,32,108,64,3,3.0,1093.5,1560,720,4.4,11329.61,Budget,10000-20000,3
2463,Realme,Realme 9 Pro,20,64,64,6,2.3056114007364603,1616.0,1520,720,4.3,11325.0,Budget,10000-20000,1
2464,Apple,iPhone 11,32,200,64,3,3.0,1339.5,1560,720,4.9,11318.92,Budget,10000-20000,4
2465,Oppo,Oppo A12,13,13,64,3,2.5,1662.5,1540,720,4.0,11313.38,Budget,10000-20000,1
2466,Samsung,Galaxy M32,32,200,32,6,3.0,1162.0,1560,720,3.34,11295.11,Budget,10000-20000,4
2467,RedMi,Redmi 10 Prime,20,64,64,3,2.3722768559833085,1141.0,1520,720,2.4,11284.71,Budget,10000-20000,1
2468,Pixel,Pixel 2,32,108,32,3,3.0,645.5,1560,720,4.0,11277.58,Budget,10000-20000,3
2469,Samsung,Galaxy M52,32,200,64,6,3.0,1170.0,1520,720,3.4,11249.87,Budget,10000-20000,4
2470,Samsung,Galaxy M32,32,200,32,4,3.0,1162.0,1560,720,3.7,11245.92,Budget,10000-20000,4
2471,Samsung,Galaxy M52,32,200,32,3,3.0,1170.0,1520,720,4.0,11230.7,Budget,10000-20000,4
2472,Pixel,Pixel Fold,16,200,64,6,4.0,986.0,1600,720,4.4,11230.33,Budget,10000-20000,1
2473,Samsung,Galaxy M32,32,200,64,4,3.0,1162.0,1560,720,4.4,11227.62,Budget,10000-20000,4
2474,Oppo,Oppo K9,20,50,64,3,3.0,835.5,1560,720,3.7,11219.76,Budget,10000-20000,1
2475,Motorola,Moto G42,32,108,32,3,3.0,1143.0,1520,720,4.1,11214.14,Budget,10000-20000,3
2476,Samsung,Galaxy M52,32,200,64,6,3.0,1170.0,1520,720,4.3,11212.09,Budget,10000-20000,4
2477,Oppo,Oppo A55,32,64,64,4,3.0,1043.0,1560,720,3.4,11187.26,Budget,10000-20000,3
2478,Samsung,Galaxy M52,32,200,64,3,3.0,1170.0,1520,720,3.9,11175.22,Budget,10000-20000,4
2479,Huawei,Huawei Y7p,16,48,32,4,3.0,916.0,1560,720,4.8,11170.71,Budget,10000-20000,1
2480,RedMi,Redmi 12C,32,64,32,3,2.5634548779027257,1066.5,1560,720,3.9,11126.42,Budget,10000-20000,3
2481,Oppo,Oppo A73,32,108,64,3,3.0,1066.0,1520,720,4.1,11083.81,Budget,10000-20000,3
2482,Samsung,Galaxy M32,32,200,64,3,3.0,1162.0,1560,720,4.0,11079.94,Budget,10000-20000,4
