3G,4G,WiFi,Bluetooth,Dual SIM,Touch Screen,Front Camera (in MP),Primary Camera (in MP),Memory (in GB),RAM(in MB),Processor Performance,Battery Power(in mAh),Talk Time (in hrs),Mobile Weight (in g),Screen Height,Screen Width,Price Range
1,0,1,0,1,1,0,1,14,2469,5.5,1836,7,104,18,6,2
1,1,1,1,0,1,1,3,55,2575,2.5,1741,7,140,13,10,2
1,1,0,0,0,0,0,13,30,1375,2.6,1869,19,152,15,3,1
1,0,1,0,0,0,8,15,55,1732,1.5,1331,11,146,6,2,1
1,1,0,1,1,0,6,12,4,673,1.5,1655,12,105,10,3,0
1,1,0,0,0,0,9,14,18,2301,3.0,605,8,162,15,9,1
1,0,0,1,0,0,2,3,30,2676,3.0,1245,7,105,17,8,2
1,1,0,1,0,0,8,10,58,1781,1.6,1709,17,136,18,3,2
1,1,0,1,0,0,0,15,58,2248,10.4,846,13,123,16,8,2
1,0,0,1,1,0,3,13,62,921,10.0,1403,18,90,14,13,0
1,0,1,1,0,1,0,2,2,391,4.5,688,8,89,5,2,0
1,1,1,1,1,1,1,14,10,1719,17.5,775,18,185,19,3,1
1,1,0,0,0,0,6,16,35,3262,10.0,1154,16,159,16,15,3
1,1,1,0,1,1,2,3,35,1947,1.0,1375,15,194,15,13,1
0,0,1,1,0,1,4,9,61,2693,5.6000000000000005,1827,7,130,8,3,3
1,1,0,0,0,1,0,0,60,441,2.0,1697,11,90,15,1,0
1,0,1,0,0,1,1,13,14,1886,7.5,741,9,178,19,11,0
1,1,0,1,1,1,13,20,32,1267,0.5,1672,20,174,17,4,1
1,0,1,1,0,1,4,7,57,687,2.0999999999999996,514,20,186,6,0,0
0,0,0,1,1,0,2,13,12,2890,1.3,1375,12,105,17,1,3
1,1,1,1,1,0,4,12,55,1737,1.8,989,10,124,8,5,1
0,0,0,1,1,0,11,13,47,887,5.0,1510,5,138,18,6,0
1,0,1,0,0,1,1,2,18,398,18.2,1266,3,86,16,8,0
0,0,1,0,1,0,0,1,46,2389,16.8,1396,15,138,7,3,2
0,0,1,0,0,1,3,9,45,3431,2.3,808,13,161,15,6,3
0,0,0,0,0,0,1,11,43,3601,4.6,1542,16,182,14,4,3
1,0,0,1,1,1,5,10,35,2459,4.8,745,16,102,14,1,1
1,1,0,1,1,1,0,0,59,3230,11.399999999999999,1735,9,148,6,1,3
1,0,1,0,1,1,1,5,57,3646,1.0,586,11,188,15,4,3
0,0,0,1,1,1,0,1,36,2200,16.8,1341,15,107,18,14,1
0,0,0,1,1,0,1,7,64,3862,2.6,781,9,88,17,10,3
0,0,0,1,1,0,14,20,22,3077,3.0,501,17,174,17,3,2
1,1,1,1,1,1,2,9,44,621,3.6,1224,14,139,11,4,0
1,1,0,0,1,1,11,19,58,2372,12.8,1970,2,80,14,12,2
1,1,0,1,1,1,0,1,63,2574,4.4,618,5,138,14,3,2
1,1,1,0,0,1,11,17,46,2857,11.6,1537,2,158,17,14,3
0,0,0,0,0,1,8,10,16,3143,17.6,1018,20,153,17,12,3
1,1,1,0,1,0,15,20,35,3197,6.5,1545,6,173,14,9,3
1,1,0,0,0,0,4,5,41,2727,16.8,1871,11,144,15,8,3
1,0,1,1,1,0,1,6,12,1519,2.1,1729,5,186,9,4,1
1,1,0,1,1,0,9,11,9,2438,6.300000000000001,680,17,131,14,2,2
1,0,1,1,0,0,4,9,54,2674,5.699999999999999,1106,9,107,9,3,2
1,1,0,1,1,0,1,13,50,2107,3.0,635,12,97,13,12,1
0,0,0,0,0,1,8,14,16,2262,0.6,618,4,143,16,15,2
1,0,1,0,1,1,13,18,5,815,4.0,1671,10,179,16,6,0
1,1,1,1,1,1,0,9,52,2829,8.4,1562,3,105,13,10,2
0,0,1,1,1,0,2,17,31,3022,1.9,1975,19,151,13,5,3
1,1,1,1,0,0,2,9,62,2573,5.6,831,18,134,16,12,2
1,0,1,1,1,0,0,1,10,2678,7.2,1524,13,174,16,5,2
1,1,1,1,1,1,3,6,55,1282,9.0,1528,11,129,11,9,1
0,0,0,1,1,0,2,16,9,568,20.0,1447,8,155,12,11,0
1,0,0,0,0,1,1,3,14,2074,1.5,1344,5,190,8,1,1
1,0,1,0,1,0,1,3,8,2227,6.0,564,14,130,9,2,1
0,0,1,0,1,0,1,3,60,1080,1.2,921,6,83,10,0,0
0,0,0,1,0,1,2,6,10,2867,10.2,1413,15,200,5,4,2
1,0,0,0,0,1,10,12,55,1075,14.399999999999999,831,3,86,12,11,0
0,0,0,0,1,1,3,6,43,3063,2.5,802,4,153,17,13,2
1,0,0,0,0,1,3,4,24,2479,5.2,1923,15,86,9,2,2
1,0,0,1,0,1,10,17,56,2394,9.0,1193,14,196,19,11,2
1,1,0,1,1,0,10,11,31,2814,3.5999999999999996,904,19,112,13,3,2
1,1,0,0,0,0,1,2,51,2094,16.8,1285,10,140,8,0,1
1,1,0,0,1,1,0,0,2,2315,10.4,1635,2,182,10,1,2
1,1,1,0,1,0,5,6,14,2519,4.0,1923,16,154,13,0,2
1,1,1,1,1,0,3,11,12,735,11.399999999999999,1851,14,198,7,6,0
1,1,1,1,0,0,0,1,32,1891,10.5,727,7,131,19,13,1
1,1,1,0,1,1,0,1,44,1386,9.0,1396,8,118,7,1,1
1,1,0,0,1,0,9,14,46,3260,1.3,877,6,135,14,12,2
1,1,1,1,0,0,11,13,35,2022,7.199999999999999,696,4,103,14,11,1
0,0,0,1,1,0,2,14,2,1716,8.0,1009,15,102,7,5,1
1,1,1,0,1,1,2,6,38,3317,5.5,1526,8,116,7,1,3
1,0,0,0,1,1,1,3,20,1454,14.0,987,8,192,11,3,0
1,1,0,1,1,1,0,1,49,2290,8.8,1414,12,101,13,0,1
0,0,1,0,0,1,2,3,61,3940,4.0,1732,20,172,17,11,3
1,0,1,1,0,0,0,15,50,461,4.0,1587,4,148,17,4,0
1,1,1,0,0,0,10,15,21,2219,5.6000000000000005,1097,12,160,15,6,2
1,0,0,0,1,0,0,0,40,470,8.399999999999999,504,16,178,6,0,0
1,1,1,0,0,1,13,18,28,2495,21.6,1159,9,80,10,0,2
1,0,1,0,0,1,0,2,29,2944,9.799999999999999,1910,2,146,8,7,2
1,0,1,0,1,0,8,9,59,2361,3.5999999999999996,865,19,159,16,11,2
0,0,1,1,0,0,11,12,16,1783,16.0,1930,13,186,17,3,2
1,1,1,1,1,1,8,13,40,2832,3.9000000000000004,860,20,170,13,7,2
1,1,0,1,0,1,9,17,42,931,17.4,1268,20,182,11,5,0
1,1,0,1,1,0,0,1,27,1344,7.2,999,5,167,17,10,0
1,1,1,0,0,0,0,0,9,3916,1.4,622,5,127,13,1,2
0,0,0,1,0,0,8,20,44,1882,9.799999999999999,1250,14,182,14,1,1
1,1,1,1,0,1,9,12,51,2865,2.5,763,9,104,11,6,2
1,0,1,1,0,1,12,14,15,757,12.8,1100,16,112,12,2,0
1,0,1,0,1,0,4,12,51,3469,12.0,815,6,85,5,4,3
1,1,1,1,1,1,2,7,57,2399,1.5,618,17,88,18,15,1
1,1,0,1,1,0,0,1,18,3300,4.4,553,20,136,12,10,3
1,0,1,1,1,1,2,9,3,2719,4.4,673,9,84,19,2,2
1,0,0,0,1,0,3,12,47,3012,14.0,563,15,115,14,4,2
1,1,0,0,1,0,12,15,14,2836,6.0,1590,4,187,6,5,3
1,1,0,1,1,0,2,9,11,2385,4.2,1031,16,121,11,7,2
1,0,1,1,1,1,9,10,30,594,1.5,909,4,97,12,0,0
1,1,0,0,0,1,0,1,7,2968,2.0,1880,3,104,9,0,3
1,1,0,1,1,0,0,0,24,3762,10.8,1479,5,146,12,10,3
0,0,0,0,1,1,0,1,2,892,1.5,1271,20,161,15,13,1
1,1,1,0,0,1,11,15,13,467,15.2,709,5,81,17,11,0
1,1,0,0,0,0,0,0,62,345,2.8,1744,14,158,10,6,0
1,1,1,1,0,1,0,1,40,3033,15.400000000000002,1314,17,116,9,8,3
1,1,1,0,0,0,0,2,9,2110,3.0,1136,16,150,9,5,2
0,0,1,1,0,1,11,13,56,3105,21.6,1039,5,125,14,8,2
1,0,0,1,0,1,5,7,62,874,3.0,1300,10,156,15,3,0
1,1,1,1,1,1,7,11,39,3681,16.099999999999998,732,15,188,19,3,3
1,1,1,0,1,0,1,10,52,3865,1.4,511,7,180,8,3,2
0,0,0,1,1,1,10,14,11,737,1.5,1092,11,167,14,4,0
1,1,0,1,1,1,12,18,10,3153,15.400000000000002,921,11,170,8,2,3
1,1,1,1,0,0,4,8,37,2800,0.5,1030,12,147,8,6,2
1,0,0,0,1,1,0,8,27,315,1.8,1130,11,101,14,5,0
0,0,1,0,1,1,2,6,60,1412,22.4,1299,20,187,13,1,1
1,1,0,1,1,0,7,15,2,2286,19.599999999999998,1009,13,115,19,8,2
1,0,1,0,1,0,16,17,34,2392,3.6,1735,19,140,17,15,2
1,0,1,1,1,1,0,2,49,1857,5.6,1129,5,185,8,4,1
1,0,1,0,0,1,0,1,26,1419,13.299999999999999,708,16,116,10,6,0
1,1,0,0,0,0,2,3,58,3305,1.4,894,2,123,12,7,2
0,0,0,0,0,1,1,20,32,959,14.399999999999999,530,6,88,17,7,0
1,0,1,1,1,0,0,0,35,2635,6.0,1481,4,105,17,16,2
1,1,1,0,1,0,0,1,45,1754,13.5,1068,9,194,17,7,1
1,1,0,0,0,0,6,12,57,2563,1.5,1487,14,84,18,4,2
1,1,1,0,1,1,11,20,41,1936,10.0,1524,9,96,7,0,1
1,1,1,0,1,1,2,14,22,1869,15.2,1093,4,196,8,5,1
0,0,1,1,1,0,0,2,50,3637,8.0,1816,16,186,11,7,3
0,0,0,0,0,0,2,8,20,896,5.4,627,14,142,17,6,0
1,1,1,1,0,0,13,15,51,2349,2.0999999999999996,989,20,132,10,1,1
1,1,0,0,0,1,2,11,5,774,0.5,1895,6,134,15,4,1
1,1,0,1,1,0,0,10,58,3397,5.1,805,2,168,7,6,2
1,1,1,1,0,1,7,9,2,485,12.8,713,4,181,10,6,0
1,1,0,0,0,1,10,15,24,3964,10.0,864,12,148,13,8,3
1,0,1,0,0,1,1,7,11,1887,3.6,1177,11,181,8,5,1
0,0,1,0,0,1,8,11,32,2977,1.5,582,20,107,6,1,2
1,1,1,0,1,1,3,4,56,2114,12.6,1898,19,185,10,5,2
1,1,1,0,1,0,1,20,29,1542,1.4,1158,15,123,17,9,1
1,1,1,1,0,0,5,12,57,3038,4.0,1451,18,181,15,7,3
0,0,0,1,0,0,5,10,51,2481,9.799999999999999,1820,11,163,11,9,2
1,1,0,0,1,0,3,20,9,841,1.5,984,16,140,18,15,0
1,0,1,1,1,0,0,5,24,3565,8.4,580,8,135,12,11,2
1,0,1,1,0,1,0,3,5,1958,12.0,1263,4,146,9,6,2
1,0,1,0,0,1,2,5,27,2454,4.0,1237,8,87,14,0,2
1,1,1,1,0,1,7,9,37,3392,1.6,514,5,172,12,8,3
1,1,0,0,0,1,0,1,56,262,7.800000000000001,1515,20,184,14,4,0
1,1,1,0,1,0,6,9,6,530,2.0,721,8,194,8,4,0
0,0,1,1,1,0,3,16,35,3703,7.5,603,9,126,13,1,3
1,1,0,1,0,0,2,7,55,2562,2.5,1426,3,109,5,1,2
1,1,0,1,1,1,0,3,64,574,1.7,1820,18,161,10,2,1
0,0,1,0,0,0,4,8,16,2632,4.0,1215,15,130,7,1,2
1,1,1,0,1,1,5,6,20,259,5.4,697,4,173,12,6,0
0,0,0,1,1,1,4,5,10,688,0.5,717,15,198,10,7,0
0,0,0,1,1,1,5,6,36,2554,12.0,1348,12,145,19,1,2
0,0,0,1,1,1,0,6,61,3859,2.6,1164,17,88,11,10,3
1,1,1,1,0,1,9,13,62,2977,2.5,578,5,170,15,12,2
1,0,0,1,1,1,0,19,40,571,3.5,1971,17,186,8,7,0
1,1,1,1,1,0,5,7,55,402,3.5,1794,14,86,14,7,0
1,1,1,1,0,1,2,3,32,878,12.5,1558,17,114,16,5,0
1,1,0,1,0,1,4,19,4,2130,0.9,1597,15,85,8,3,2
0,0,1,0,0,0,0,9,39,3260,3.2,1240,17,146,13,1,3
1,1,0,1,1,1,2,4,7,454,6.4,1994,6,88,11,8,0
1,1,1,0,0,1,7,19,35,2638,16.099999999999998,1221,14,152,19,16,2
1,1,1,1,1,0,11,17,24,2819,12.8,989,5,156,16,13,2
1,1,1,1,0,1,5,20,50,1464,4.8,1180,20,144,7,3,1
1,0,0,0,0,1,10,13,59,1824,16.799999999999997,718,3,113,11,9,1
1,0,0,1,1,1,0,15,47,876,12.8,1670,5,139,16,0,1
1,1,0,1,0,1,1,9,21,2706,17.5,534,18,164,7,5,2
1,0,1,1,1,1,0,0,20,659,1.0,1566,13,126,14,9,1
1,1,1,0,0,0,0,9,29,455,2.5,1935,6,124,9,2,0
1,0,0,1,1,0,2,10,54,2378,5.6,504,2,163,17,11,2
1,1,0,0,1,1,1,14,41,2278,1.7,913,18,103,15,3,1
0,0,1,0,1,1,2,3,43,3436,9.0,1317,5,113,16,13,3
1,1,0,1,0,1,1,2,31,3424,3.0,917,13,88,19,2,3
1,0,1,0,1,0,1,3,49,401,15.0,712,10,99,5,0,0
1,0,1,0,0,1,6,20,52,681,2.0,1083,19,126,19,18,0
1,1,1,0,0,0,5,8,6,3212,3.5999999999999996,1039,7,136,15,7,2
1,0,0,0,0,0,4,12,13,3105,3.0,1747,10,185,7,1,3
0,0,0,1,1,1,0,0,52,2036,3.0,1449,10,105,5,1,1
1,0,0,1,1,1,14,18,49,3153,3.5,1872,5,139,16,15,3
0,0,1,0,1,1,5,6,7,1642,6.4,1796,3,101,9,4,1
1,0,0,0,0,0,0,17,60,509,1.4,1097,12,181,15,12,0
1,1,0,0,1,1,1,10,20,3465,4.0,1562,6,172,16,11,3
1,1,1,1,0,0,8,12,27,3900,16.099999999999998,1433,2,153,18,16,3
0,0,1,0,0,1,1,11,12,1105,1.8,740,19,123,7,6,0
1,1,0,0,0,0,1,5,39,2064,2.2,676,6,84,13,7,1
1,1,1,1,1,0,1,4,13,3117,1.8,503,9,131,19,6,3
1,1,1,0,0,0,13,18,7,1142,4.5,1020,8,96,13,9,1
1,1,1,0,1,1,3,4,4,1060,1.0,896,4,111,12,10,1
1,1,0,1,0,0,4,5,19,2381,1.6,1824,5,143,14,1,2
1,1,1,0,1,0,1,2,54,3366,1.7999999999999998,1512,11,134,7,3,3
0,0,1,0,0,0,7,17,42,1339,17.4,1053,14,126,17,0,0
1,1,0,1,1,0,0,10,31,2560,7.2,1944,8,87,7,3,3
1,1,1,0,1,0,1,8,25,285,1.4,1174,3,91,19,7,0
1,1,0,1,1,0,3,17,12,2476,11.200000000000001,627,10,131,17,1,1
1,1,1,0,0,0,4,5,46,1862,2.7,1602,2,118,16,9,1
1,1,1,1,1,1,4,15,6,3488,1.5,1733,10,170,6,4,3
1,1,1,0,1,0,10,14,8,3178,11.2,586,10,142,9,7,2
1,0,0,0,0,1,2,3,37,733,19.2,1528,14,156,15,0,0
0,0,0,0,0,0,2,7,23,756,4.8999999999999995,875,6,110,14,5,0
0,0,1,0,0,1,12,13,58,3622,0.6,1602,17,170,17,2,3
1,1,0,0,0,0,4,16,12,1277,8.0,1426,5,174,14,9,1
1,1,0,0,0,1,5,8,6,3703,8.399999999999999,1370,11,158,13,10,3
1,1,1,1,0,1,4,6,10,1905,3.0,609,18,81,16,3,1
1,1,0,0,1,1,5,8,15,2636,7.199999999999999,840,6,178,12,2,2
1,1,0,0,0,0,2,6,12,2014,10.0,991,10,158,11,9,2
1,1,0,1,0,0,0,1,9,3056,3.6,1724,6,100,18,16,3
1,1,0,1,0,1,0,0,19,465,5.4,584,4,168,12,8,0
1,1,1,1,1,1,1,13,49,3869,7.800000000000001,860,20,141,16,14,3
1,1,1,1,1,0,10,15,28,1108,14.0,1541,7,165,12,1,1
1,0,0,1,1,0,7,8,58,1906,2.5,615,5,130,14,5,1
1,1,1,1,1,1,6,11,46,851,11.2,912,4,84,8,4,0
1,1,1,1,0,0,10,14,60,3142,8.4,1278,19,172,11,4,3
1,1,1,0,0,0,0,0,31,1300,2.4,1365,13,125,14,7,0
0,0,0,0,0,0,7,9,36,1430,5.0,1702,10,177,8,6,2
1,1,1,1,0,1,1,4,59,362,4.0,589,6,146,16,10,0
1,0,1,0,1,1,10,19,56,2456,1.5,1347,13,95,13,0,2
1,1,0,0,0,0,0,0,44,2360,22.4,1644,19,137,7,4,2
1,0,0,0,1,1,1,11,42,3700,13.299999999999999,956,7,133,10,0,3
1,0,0,0,1,0,10,20,2,2620,9.799999999999999,1089,13,153,7,5,2
1,0,0,0,0,0,2,3,52,437,1.7999999999999998,871,17,178,14,7,0
1,1,0,0,0,0,5,19,6,3774,3.0,664,18,164,11,5,3
0,0,0,1,0,1,1,9,19,1218,1.2,1874,17,192,15,10,1
1,0,1,0,0,1,5,16,5,696,13.0,1928,15,162,14,12,0
1,1,0,0,1,0,2,17,33,3407,5.2,888,20,198,12,1,3
1,0,0,1,1,0,1,13,58,3902,11.9,1077,3,86,9,3,3
1,1,1,1,1,1,5,7,30,2086,18.4,1023,19,80,10,0,1
1,1,1,1,0,0,2,10,42,1356,2.4000000000000004,1426,16,84,15,9,1
1,1,1,0,1,1,7,11,26,1704,8.5,831,20,177,6,5,0
1,1,1,1,1,1,0,9,6,3571,3.9000000000000004,1496,11,85,16,1,3
1,1,1,1,0,0,2,11,5,2132,11.5,1433,19,129,18,15,1
1,1,1,1,1,1,0,5,44,3209,10.4,1095,8,103,13,11,3
1,1,0,1,1,0,3,9,23,2096,0.7,643,2,156,13,6,1
1,1,0,1,0,0,0,0,6,1273,4.4,1142,6,198,19,0,1
1,1,0,1,1,1,3,10,27,3623,2.5,730,15,112,9,4,2
1,1,0,1,0,0,5,17,41,368,1.0,1901,12,131,5,1,0
1,0,1,0,1,0,1,8,32,854,1.7999999999999998,1510,10,135,8,2,1
1,1,1,0,0,0,0,0,59,3646,15.600000000000001,1924,16,136,10,9,3
1,1,1,0,1,0,13,18,17,3130,4.4,1825,2,157,12,4,3
1,1,0,1,1,1,3,9,5,3784,0.5,1275,4,152,13,4,3
1,0,0,1,0,1,9,17,17,3885,16.099999999999998,987,14,124,11,0,3
1,1,1,1,0,1,6,7,13,1494,16.099999999999998,1538,12,121,18,10,1
1,1,1,1,0,1,4,13,29,2973,2.5,1965,20,149,11,1,3
0,0,0,0,0,1,7,14,20,1471,11.399999999999999,808,11,185,13,4,0
1,0,1,0,0,1,6,11,27,2001,1.0,712,12,86,11,10,1
1,1,0,1,1,0,0,0,42,1486,4.5,1507,19,123,15,3,1
0,0,1,0,0,1,3,6,47,1321,2.0999999999999996,912,6,182,7,2,0
0,0,1,1,0,0,2,4,17,1877,9.6,769,11,95,18,2,1
1,0,1,0,0,1,14,20,22,3499,11.5,948,19,173,11,7,3
1,1,0,1,1,1,0,0,39,2124,1.9,507,12,142,6,0,1
1,0,1,1,1,0,15,18,60,1221,8.399999999999999,1384,15,82,18,12,1
0,0,1,1,0,0,1,20,29,2316,10.4,1766,6,194,19,2,2
1,1,0,0,1,1,5,6,16,1068,7.2,1407,8,170,6,0,1
1,1,1,0,1,0,3,7,24,1930,11.6,614,4,94,13,12,1
1,0,0,0,0,1,9,18,14,1316,20.3,1972,8,196,8,1,1
1,0,0,0,1,0,8,9,47,1742,4.0,1039,15,130,18,12,1
1,1,0,1,1,0,5,13,34,3265,24.0,511,14,125,14,7,2
1,1,1,1,0,1,4,16,5,2700,10.0,1811,8,98,13,7,2
0,0,0,0,0,0,3,8,36,2115,6.0,1159,18,104,8,7,2
0,0,1,0,1,0,7,19,12,3915,2.6,1848,8,178,9,7,3
1,1,0,1,0,0,0,1,16,3144,4.0,1988,14,94,16,2,3
1,1,0,0,0,0,3,8,58,1571,3.5,1469,2,150,17,16,2
0,0,0,0,0,0,12,13,44,2253,3.0,1423,9,131,10,8,1
0,0,0,0,1,0,9,12,10,1433,3.0,1974,17,145,6,1,1
1,1,1,0,1,1,2,18,42,2583,4.0,835,13,128,15,2,2
1,0,0,0,0,0,8,9,42,1817,3.0,1429,16,151,6,1,1
1,1,1,1,0,1,1,15,51,2915,1.0,947,6,144,17,1,2
1,1,1,1,1,1,0,1,18,3340,22.4,1446,16,178,8,0,3
1,1,0,0,1,1,5,19,7,2790,9.1,1332,10,168,19,11,2
1,1,0,1,1,1,0,1,14,577,4.8,1498,12,191,14,12,0
1,1,0,1,1,1,0,4,14,3220,1.8,1576,6,173,17,2,3
1,1,0,0,1,1,8,12,26,3488,1.6,1398,11,150,14,3,3
1,1,1,0,1,0,12,15,14,1277,9.6,1885,16,92,9,6,1
0,0,0,1,1,1,7,15,2,3593,1.0,798,3,148,14,9,2
1,1,0,0,1,1,0,1,42,2736,20.0,1436,19,124,12,5,3
1,0,0,1,0,1,8,19,31,2311,9.6,1998,18,196,17,9,2
1,1,1,1,0,1,0,9,63,1464,10.4,1321,16,109,7,6,1
1,0,0,0,0,1,7,12,9,1355,2.6,1021,14,192,6,1,1
1,0,1,1,1,0,0,1,40,2382,4.6,1339,7,123,6,4,2
1,0,1,1,1,0,9,20,57,1886,6.4,1210,17,111,16,0,1
1,1,0,1,1,0,2,9,31,832,2.5,1949,19,145,7,3,1
1,1,1,0,1,0,9,16,28,751,4.199999999999999,882,8,151,19,11,0
1,1,0,1,1,0,0,7,27,436,7.5,1549,11,113,10,8,0
1,1,0,0,1,1,1,13,42,722,2.2,1991,10,82,6,5,0
0,0,0,0,0,1,2,8,12,1075,0.5,796,2,114,7,3,0
1,0,0,0,1,1,4,6,39,2802,2.0,1012,10,161,8,0,2
1,1,0,0,1,0,0,15,11,1780,3.8,1318,2,188,12,10,1
1,1,0,0,0,0,8,16,14,1247,3.2,1708,16,197,19,16,1
1,1,0,1,1,1,8,9,62,3066,6.4,598,19,117,11,2,2
0,0,0,1,0,0,4,17,51,403,18.4,541,12,200,11,2,0
1,1,0,0,1,1,2,17,23,2518,2.5,818,3,192,19,12,2
1,1,0,0,0,0,0,0,15,1069,1.0,1414,14,168,18,6,0
1,1,1,1,1,0,3,11,6,2651,6.8,601,9,169,14,8,2
1,1,1,1,1,0,2,6,40,2974,19.599999999999998,561,19,99,15,12,2
1,0,0,1,1,1,3,8,52,657,11.5,1616,2,100,7,3,0
1,1,0,1,1,1,1,2,32,3372,2.8,1263,10,103,18,13,3
1,1,0,1,1,1,0,2,63,1464,9.5,1604,20,93,15,9,1
1,0,0,0,1,1,1,2,24,1326,8.0,539,3,86,7,4,0
1,0,0,0,0,0,0,5,49,3393,10.4,1071,7,199,6,5,3
1,1,1,0,1,0,0,0,57,323,1.0,826,7,135,17,3,0
0,0,0,0,0,1,2,8,62,1628,2.9,771,6,106,9,3,1
1,0,0,0,0,1,0,2,33,2610,23.2,1811,13,132,8,3,3
0,0,1,1,1,1,7,10,56,3721,8.8,1842,4,179,16,11,3
0,0,1,0,1,1,1,8,50,763,22.4,1420,17,100,17,1,0
1,0,1,0,1,0,12,19,10,792,1.5,1763,13,184,17,12,0
1,0,0,1,0,0,6,20,2,1568,9.5,1163,19,133,14,0,1
0,0,0,1,0,1,0,2,29,1276,2.0,1805,17,182,19,4,1
1,0,1,1,1,1,9,19,52,3472,6.4,610,12,90,10,4,3
1,1,1,1,1,0,18,20,17,2520,4.4,1533,11,160,8,2,2
1,1,0,0,0,0,3,10,63,3423,1.0,1924,19,111,13,3,3
1,0,0,0,1,0,6,10,52,258,3.0,1801,9,120,14,8,0
1,1,0,1,0,0,1,3,42,1868,9.5,1726,6,106,16,7,2
0,0,1,0,1,0,15,19,14,2171,7.5,794,18,197,19,8,1
0,0,0,1,1,0,4,8,28,780,2.5,1686,5,182,11,10,0
0,0,0,1,1,0,0,1,6,712,2.1,1444,10,103,17,5,0
1,1,1,0,1,1,0,1,30,1012,12.8,1004,13,160,7,4,0
1,0,0,1,0,0,8,9,28,318,9.6,1242,19,166,11,10,0
1,1,1,0,0,1,6,8,26,3948,9.0,539,15,137,18,11,3
1,1,0,0,1,0,2,6,14,629,8.8,717,20,99,16,15,0
1,1,0,0,1,0,0,1,29,1161,4.8999999999999995,1540,5,157,11,8,0
1,1,0,0,0,0,7,17,35,1403,4.0,672,6,99,16,7,0
1,1,0,1,0,1,0,8,13,3707,2.0,1325,18,133,19,3,3
1,1,1,0,0,0,6,7,55,1305,4.0,950,4,124,6,5,0
1,0,1,0,1,1,6,7,18,2926,6.0,948,9,119,17,13,2
1,1,1,1,0,0,5,18,27,2674,1.5,1328,5,144,7,2,2
0,0,1,0,0,0,3,5,40,471,1.0,1447,20,184,8,4,0
0,0,1,1,1,0,3,7,21,1724,4.0,1973,8,95,12,10,1
0,0,0,1,1,1,18,20,60,1220,9.2,1731,20,171,9,3,1
1,1,1,0,0,1,1,10,63,2754,3.0,1617,8,111,19,10,2
1,1,1,1,1,0,1,4,33,594,2.5,1791,16,110,17,8,0
1,1,1,0,1,0,7,9,54,1005,4.6,851,14,101,12,2,0
1,1,1,0,1,1,0,7,14,2439,1.9,856,12,115,6,3,1
0,0,1,1,0,1,1,2,30,2302,2.0,714,10,145,12,10,1
1,1,0,0,0,1,6,17,15,1083,1.0,951,16,81,16,11,0
1,1,1,1,0,1,6,15,10,2219,16.8,1303,15,109,9,3,2
0,0,0,1,0,0,2,5,32,1571,18.900000000000002,1550,14,126,12,3,2
1,1,0,1,0,1,10,13,15,2107,5.6,1759,16,101,18,5,2
1,0,1,0,1,1,18,19,2,593,2.5,1448,18,100,9,4,0
1,0,0,1,0,1,0,18,50,857,15.2,1987,6,119,12,4,1
1,0,1,0,0,1,1,2,44,3518,10.5,908,7,95,16,12,3
0,0,1,0,1,0,2,4,58,1284,2.0,820,17,160,17,7,0
0,0,0,0,1,0,4,7,19,545,16.200000000000003,904,16,147,19,18,0
1,1,1,0,1,0,4,10,6,3566,7.800000000000001,667,12,149,9,5,2
1,0,1,0,0,0,1,4,34,2821,2.1,1109,17,173,13,5,2
1,1,0,0,0,1,3,5,59,3442,9.799999999999999,1333,5,183,18,16,3
1,1,0,0,0,0,5,9,6,1309,14.399999999999999,1352,14,92,12,1,1
0,0,1,0,1,0,1,9,19,1179,15.0,1600,18,88,10,3,1
0,0,0,0,1,0,8,20,37,1713,11.2,1454,19,80,16,0,1
1,0,1,0,1,0,0,1,9,1663,6.300000000000001,1489,14,169,9,3,1
1,0,1,0,1,1,11,19,10,1812,22.4,1823,19,81,5,0,2
0,0,1,1,0,1,9,19,41,1384,4.0,1581,2,172,19,9,1
1,1,1,1,1,1,1,4,44,1348,13.6,1672,7,172,11,6,1
1,1,0,1,1,0,0,6,27,3957,2.8,1283,6,80,17,15,3
1,1,0,0,0,0,9,13,14,1212,16.0,630,12,180,12,8,0
1,1,1,0,0,1,0,2,24,3925,17.6,659,10,151,8,1,3
1,0,1,1,1,0,0,0,32,348,3.0,1811,18,115,17,11,0
0,0,0,1,0,1,9,20,40,1382,12.5,688,8,109,12,7,1
0,0,1,1,1,0,5,8,18,980,5.8,514,16,141,13,7,0
0,0,0,0,1,1,1,9,16,838,8.399999999999999,1933,18,154,14,2,0
1,1,0,0,0,1,8,20,31,378,6.0,915,9,91,11,6,0
1,1,1,0,1,0,4,8,22,909,8.8,1006,7,135,18,4,0
1,1,0,1,0,1,2,19,13,3632,3.6,1134,19,92,17,8,3
1,1,0,1,0,0,0,1,64,3396,23.2,599,7,186,5,3,2
0,0,0,0,1,1,5,7,53,1861,2.5,973,16,196,13,10,1
1,1,1,1,0,1,0,1,27,348,15.0,1180,19,90,7,5,0
0,0,0,1,0,0,7,12,13,2528,10.0,1237,16,98,11,8,2
1,1,0,0,1,1,7,10,5,2190,4.0,659,16,169,16,10,1
0,0,1,1,1,1,6,8,6,663,11.2,1142,5,190,12,4,0
1,1,1,0,1,0,16,18,11,961,16.200000000000003,1002,19,185,10,7,0
